,Rank,Name,Type,Episodes,Studio,Release_season,Tags,Rating,Release_year,Description,Related_anime,Voice_actors
10788,10789,Danchigai,TV   ,12.0,Creators in Pack,Summer,"Comedy, Seinen, Slice of Life, Short Episodes, Siblings, Based on a 4-Koma Manga, Based on a Manga",3.18,2015.0,"Danchigai focuses on the life of Haruki Nakano and his four sisters, all of whom live together in the same apartment complex. The only boy of five siblings, Haruki lives with his older sister Mutsuki, difficult younger sister Yayoi, and mischievous twins Uzuki and Satsuki.",Danchigai: Juusan Goutou Sentou Ikitai!!,"Haruki Nakano : Atsushi Abe, Mutsuki Nakano : Satomi Akesaka, Satsuki Nakano : Sayaka Horino, Uzuki Nakano : Sora Tokui, Yayoi Nakano : Mikako Komatsu, Kazusa Yoneda
Original Creator, Hiroshi Kimura
Director, Eriko Itou
Character Design, Gorou Shinjuku
Producer, Hitomi Nishioka
Producer, Hideyuki Saida
Producer"
10866,10867,Girl's High,TV   ,12.0,ARMS,Spring,"Ecchi, Seinen, Slice of Life, Panty Shots, School Life, Based on a Manga",3.17,2006.0,"A Japanese high school can be a strange place – or so it’s been told. However, as critical thinking is not the strong point of our freshman heroine Eriko, even the most outrageous stories are likely to come true. Going through the motions of high school life with a flair and panache that can only be gawked at, Eriko and her old and new friends set a new (low) standard for the typical coming of age drama. Cry with them as they fight adversity and learn the importance of trust and friendship in this cruel, cruel world; laugh with them during the incomparable happiness of the seemingly never-ending springtime of youth; and finally, laugh AT them, when they constantly manage to show their panties in public!",Girl's High Specials,"Akari Kouda : Satsuki Yukino, Ayano Sato : Mamiko Noto, Eriko Takahashi : Hitomi Nabatame, Ikue Ogawa : Sawa Ishige, Kyoko Himeji : Kyoko Hikami, Yuma Suzuki : Masumi Asano, Kaoru Matsuo : Keiji Okuda, Momoka Suzuki : Ai Shimizu, Towa Oshima
Original Creator, Yoshitaka Fujimoto
Director, Angel Note
Music, Seiji Kishimoto
Character Design, Kouhei Kawase
Producer, Takaya Ibira
Producer, Osamu Koshinaka
Producer, Kyouichi Nonaka
Producer"
10869,10870,Kaze no Matasaburou (2016),Movie,,Buemon,,"Fantasy, Slice of Life, Anime Tamago, Countryside, Shorts",3.17,2016.0,"Because of her parents' work, a little girl spends a few days in the countryside. Her new classmates think she might be the legendary wind spirit Matasaburou.",Kaze no Matasaburou,"Koichi : Satoshi Yamazaki, Takada : Natsuki Inaba, Ichiro : Wataru Sekine, Kasuke : Sumire Morohoshi, Kousuke : Hidetoshi Akutsu, Pekichi : Shun Horie, Wind God : Masahiko Tanaka, Koichi'S Grandmother : Rieko Takahashi, Yuki Yamada
Director, Hiroki Yamada
Director"
10886,10887,Doubutsu Mura Monogatari,TV   ,100.0,Eiken,,"Slice of Life, Animal Protagonists, Non-Human Protagonists, Short Episodes",3.17,1970.0,No synopsis yet - check back soon!,Goman-hiki,"Ryouichi Yokoyama
Director & Character Design"
10948,10949,JR Nishi Nihon: Summer Train!,Other,,Studio Ponoc,,"Slice of Life, Commercials, Family Friendly, Promotional, Trains",3.17,2015.0,"The West Japan Railway Company (JR West) began streaming a 15-second commercial for its ""Natsu ga Zoku Zoku! Natsu Kazoku! Summer Train!"" (Summer is Thrilling! Summer Family! Summer Train!) campaign on Tuesday. The commercial shows a family taking a JR West bullet train line for their summer vacation.",,"Yoshiyuki Momose
Director, Yuugo Kanno
Music"
11042,11043,Strike Witches: 501st JOINT FIGHTER WING Take Off!,TV   ,12.0,acca effe,Spring,"Comedy, Sci Fi, Slice of Life, Animal Characteristics, Gag, Historical, Magic, Military, Based on a 4-Koma Manga, Based on a Manga",3.16,2019.0,"Strike Witches, the 501st Joint Fighter Wing girls, are back from battle and ready to relax as best they can! War with the deadly Neuroi won’t last forever, but one thing is certain, the war on laundry is eternal. Join these aerial combat cuties in a down-to-earth series highlighting the team’s hijinks between missions.","Strike Witches, Strike Witches: 501st JOINT FIGHTER WING Take Off! Movie, World Witches Take Off!","Lynette Bishop : Kaori Nazuka, Minna-Dietlinde Wilcke : Rie Tanaka, Mio Sakamoto : Saori Seto, Perrine-H. Clostermann : Miyuki Sawashiro, Yoshika Miyafuji : Misato Fukuen, Charlotte E Yeager : Ami Koshimizu, Eila Ilmatar Juutilainen : Ayaka Oohashi, Erica Hartmann : Sakura Nogawa, Fumio Itou
Director, Seikou Nagaoka
Music, Kei Ajiki
Character Design, Takashi Tachizaki
Producer"
11048,11049,Yurumates 3D Plus,TV   ,13.0,C2C,Summer,"Comedy, Seinen, Slice of Life, Boarding House, Chibi, Neighbors, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.16,2012.0,"Yurume's everyday life living at the Maison du Wish continues. Her neighbour Sae's strict little sister comes to live with them, and she will not leave until her older sister finally unpacks all the boxes and cleans up the mess in her apartment. Life around Yurume becomes crazier, ever so slightly.","Yurumates, Yurumates wa?, Yurumates (2012), Yurumates 3D, Yurumates 3D Plus: Natsuyasumi Maison du Wish Report","Yurume Aida : Haruko Momoi, Kumi Tanaka : Miyu Matsuki, Matsukichi : Satoshi Hino, Sae Kawano : Natsuko Kuwatani, Sae'S Sister : Ayana Taketatsu, Kumi'S Mother : Miyu Matsuki, Saxyun
Original Creator, Tomohiro Tsukimisato
Director, Shuuji Katayama
Music, Jun Kimura
Producer, Daisuke Tomita
Producer"
11062,11063,Nyoron! Churuya-san,Web  ,13.0,Kyoto Animation,Winter,"Comedy, Slice of Life, Chibi, Short Episodes",3.16,2009.0,"For the chibi-sized, adorable Churuya-san, the world seems big and hard, just like a chunk of smoked cheese – a delicious morsel that she wants nothing more than to get her hands on. Kyon, Haruhi and the rest of the gang always seem to tease her, and her quest for the dairy delight is constantly thwarted by rain, changed plans, and other wacky misadventures! Beautiful flowers, a colourful rainbow and a positive attitude can only comfort Churuya-san as she struggles forward with her mission to find some tasty smoked cheese!","The Melancholy of Haruhi Suzumiya, Melancholy of Haruhi-chan Suzumiya, The Melancholy of Haruhi Suzumiya (2009), The Disappearance of Haruhi Suzumiya, The Disappearance of Nagato Yuki-chan, The Disappearance of Nagato Yuki-chan OVA","Ryoko Asakura : Natsuko Kuwatani, Tsuruya : Yuki Matsuoka, Haruhi Suzumiya : Aya Hirano, Itsuki Koizumi : Daisuke Ono, Kyon : Tomokazu Sugita, Mikuru Asahina : Yuuko Gotou, Yuki Nagato : Minori Chihara, Computer Research Society President : Nobuyuki Kobushi, Eretto
Original Creator, Yasuhiro Takemoto
Director, Hideaki Hatta
Producer, Atsushi Itou
Producer"
11105,11106,Yuru Yuri: Mini Yuri,Web  ,4.0,DMM.futureworks,Fall ,"Comedy, GL, Shoujo-ai, Slice of Life, Chibi, Short Episodes, Based on a Manga",3.15,2019.0,No synopsis yet - check back soon!,"Yuru Yuri,","Akari Akaza : Shiori Mikami, Chinatsu Yoshikawa : Rumi Ookubo, Kyouko Toshinou : Yuka Ootsubo, Yui Funami : Minami Tsuda, Ayano Sugiura : Saki Fujita, Chitose Ikeda : Aki Toyosaki, Chizuru Ikeda : Momo Kuraguchi, Himawari Furutani : Suzuko Mimori, Seiya Miyajima
Director & Character Design, Yasuhiro Misawa
Music"
11109,11110,Chronicle: Cosmos PV,Web  ,1.0,A-1 Pictures,,"Slice of Life, Promotional",3.15,2019.0,No synopsis yet - check back soon!,,"Loundraw
Director & Character Design, Chronicle
Music"
11134,11135,Runningman,Web  ,1.0,Echoes,,"Slice of Life, No Dialogue, CG Animation",3.15,2012.0,No synopsis yet - check back soon!,,"Daughter, Running Man, Wife"
11136,11137,Minami no Shima no Dela-chan,Movie,,Kyoto Animation,,"Comedy, Slice of Life, Animal Protagonists, Birds, Island, Non-Human Protagonists, Shorts, Original Work",3.15,2014.0,"The story will follow Dela after he returns to the southern islands from the Usagiyama Shopping District, and will depict his gentle slapstick daily life with ""Prince"" and Choi.","Tamako Market, Tamako Love Story","Choi Mochimazzi : Yuri Yamaoka, Dela Mochimazzi : Takumi Yamazaki, Prince : Hiro Shimono, Tamako Kitashirakawa, Anko Kitashirakawa, Chouji Yumoto, Fuku Kitashirakawa, Fumiko Mitsumura"
11188,11189,Acerola-chan,Web  ,3.0,DLE,,"Comedy, Slice of Life, Animal Protagonists, Birds, Family Friendly, Non-Human Protagonists",3.15,2009.0,No synopsis yet - check back soon!,,"Acerola-Chan : Kaori Nazuka, Hiyoko-Chan : Tomokazu Sugita"
11198,11199,World Witches Take Off!,TV   ,12.0,acca effe,Winter,"Comedy, Sci Fi, Slice of Life, Animal Characteristics, Gag, Historical, Magic, Military",3.15,2021.0,No synopsis yet - check back soon!,Strike Witches: 501st JOINT FIGHTER WING Take Off!,"Aleksandra I. Pokryshkin : Yumi Hara, Charlotte E Yeager : Ami Koshimizu, Edytha Rossmann : Hiromi Igarashi, Eila Ilmatar Juutilainen : Ayuru Ohashi, Erica Hartmann : Sakura Nogawa, Francesca Lucchini : Chiwa Saitou, Georgette Lemare : Haruka Terui, Gertrud Barkhorn : Mie Sonozaki, Fumio Itou
Director, Seikou Nagaoka
Music, Kei Ajiki
Character Design"
11213,11214,Steel Angel Kurumi 2,TV   ,12.0,OLM,Spring,"Comedy, Ecchi, Sci Fi, Slice of Life, Androids, Interspecies Relationship, Non-Human Protagonists, Robots, Original Work",3.15,2001.0,"Nako Kagura, middle school student and aspiring cello player, lives with her ever-so-lively mother in a home that was once a temple used by her mystic ancestors. Little does she know, the catacomb-like basement beneath her home holds an Angel, who has been sleeping for 75 years. As fate would have it, a quick run to the basement leads to her reactivating Steel Angel Kurumi, who is as energetic as ever and just thrilled to have a new 'master'. Unfortunately, Nako's childhood friend Uruka is not impressed, nor is she happy about the newfound bond between Nako and Kurumi. Jealousy is powerful, as is Uruka's family, and they will pull no stops to introduce Kurumi to her demise!","Steel Angel Kurumi, Steel Angel Kurumi Encore, Steel Angel Kurumi Zero","Karinka, Kurumi, Nako Kagura, Saki, Uruka Sumeragi, Amagi, Kyanwan, Misaki Kagura, Kaishaku
Original Creator, Naohito Takahashi
Director, Toshihiko Sahashi
Music, Yuuji Ikeda
Character Design"
11219,11220,Human Crossing,TV   ,13.0,A.C.G.T,Spring,"Drama, Slice of Life, Episodic, Based on a Manga",3.15,2003.0,"There is nothing stranger than life, and modern day Japan quietly watches over the comings and goings of thirteen completely unrelated lives and their stories. From a boxer fighting the scars of his childhood, to a father vying for the attention of his disinterested son, all experience the complex eccentricities and intricacies of relationships. Do memories and experiences really make us a stronger person for the bigger picture, or are most people happy just to sit back and let life pass them by?",,"Aki Noguchi : Takashi Sorimachi, Aizawa : Takaya Hashi, Machiko Suzuki : Narumi Hidaka, Masao Yajima
Original Creator, Kazunari Kume
Director, Yuusuke Hayashi
Music, Sachiko Kamimura
Character Design, Tsutomu Fujita
Art Director, Noriko Kobayashi
Producer, Machiu Hattori
Producer, Takuo Suzuki
Storyboard"
11227,11228,Chibi Devi!,TV   ,75.0,Synergy SP,Fall ,"Comedy, Shoujo, Slice of Life, Childcare, Demons, Short Episodes, Supernatural, Based on a Manga",3.15,2011.0,"Honoka Sawada is a lonely fourteen year-old girl who has no friends at school and spends her nights alone - that is, until one day she wakes up to find a fire-breathing baby named Mao in her bed! After meeting the mysterious principal of the Chibi Devil nursery, Honoka learns that Mao is in fact a demon baby, and she is now his surrogate mother. With only her anime-obsessed childhood friend Kyou and his hot-headed pal Shin to rely on, Honoka decides she can’t possibly look after a child and asks the principal to find a replacement parent. Now, until a substitue can be found, Honoka will have to spend the next month looking after Mao, but will she be able to cope?",,"Honoka Sawada : Yuka Iguchi, Mao : Noriko Shitaya, Shin Sugisaki :  Hiroyuki Yoshino, Itou : Ayumi Fujimura, Karin : Ryou Hirohashi, Natsuki Takayama : Rie Yamaguchi, Principal : Souichirou Hoshi, Rai : Mikako Takahashi, Hiromu Shinozuka
Original Creator, Maki Kamitani
Director, Kotaro Nakagawa
Music, Shouko Hagiwara
Character Design, Akiko Fujita
Sound Director, Tomoya Negishi
Producer, Takeyuki Suzuki
Producer, Masahiro Saitou
Producer"
11239,11240,Bakuon!! OVA,OVA  ,2.0,8 Pan,,"Seinen, Slice of Life, Motorcycles, School Club, School Life, Based on a Manga",3.15,2016.0,"Sakura Hane is worn-out climbing a hilly road with a bicycle, but she meets a girl riding a motorcycle and then joins a motorcycle club.","Bakuon!!, Bakuon!! no Kobeya","Hane Sakura : Reina Ueda, Hijiri Minowa : Rikako Yamaguchi, Onsa Amano : Yumi Uchiyama, Raimu Kawasaki, Rin Suzunoki : Nao Touyama, Hayakawa : Unshou Ishizuka, Onsa'S Father : Mitsuo Iwata, Store Clerk, Mimana Orimoto
Original Creator, Junji Nishimura
Director, Ryousuke Nakanishi
Music, Isao Sugimoto
Character Design"
11245,11246,Nameko: Sekai no Tomodachi,TV   ,26.0,Studio DEEN,Spring,"Comedy, Fantasy, Slice of Life, Anthropomorphic, Food Protagonists, Non-Human Protagonists, Short Episodes, Based on a Mobile Game",3.15,2016.0,"""Nameko forest"" gathers nameko mushrooms from all over the world. In order to introduce the charismatic forest, a group of nameko mushroom receptionists formed a team known as ""Nameko forest Universal Ranger"" (NUR) to welcome its visitors.",The Nameko Families,"Nameko : Haruka Fukuhara, Love Nameko : Atsumi Tanezaki, Nameko-Senpai : Kunihiro Kawamoto, Perot : Mayumi Iizuka, Robo Nameko : Kouki Miyata, Hiroshi Watanabe
Director, Tomohito Oosaki
Character Design"
11256,11257,Kappa no Kaikata,TV   ,26.0,Picture Magic,Fall ,"Comedy, Seinen, Slice of Life, Japanese Mythology, Pets, Short Episodes, Youkai, Based on a Manga",3.15,2004.0,"Kappas (Water Imps) and humans have a long history together in Japan, and in today's urbanised world, kappas can be purchased as pets. This is what a young man decides to do, and names his water imp 'Kaatan'. With no prior experience of keeping kappas, the new pet-owner consults a 'How to Raise a Water Imp' manual. He cares for, tames, and trains Kaatan, enjoying the imp's charms and patiently enduring his messes! Whether it's potty training or going out to play with other kappas, there's always an adventure for Kaatan and his new owner.",,"Kaatan : Chiro Kanzaki, Watashi : Masato Hagiwara, Chii : Yoshihiro Takayama, Kakkan : Junko Takeuchi, Misako Sakamoto : Nao Yamauchi, Yugo Ishikawa
Original Creator"
11257,11258,Takunomi.,TV   ,12.0,Production IMS,Winter,"Comedy, Shounen, Slice of Life, Alcohol, Boarding House, Food and Beverage, Neighbors, Based on a Manga",3.14,2018.0,"Takunomi. follows the story of Michiru Amatsuki, a 20-year-old woman who just moved to Tokyo to change jobs. She lives in apartment 101 of Stella House Haruno, an all-female boarding house. There, she meets other women of different ages, jobs, and personalities. They all have something in common though: their love for good food and drinks.",,"Kae Midorikawa : Mikako Komatsu, Makoto Kiriyama : Maaya Uchida, Michiru Amatsuki : Ayaka Imamura, Nao Kiriyama : Chika Anzai, Company President : Nobuo Tobita, Hanamori : Kiyono Yasuno, Nao And Makoto'S Mother : Ruriko Aoki, Haruto Hino
Original Creator, Tomoki Kobayashi
Director, Shinpei Kobayashi
Character Design, Atsushi Yoshikawa
Producer, Kishou Tsurita
Producer, Atsushi Chiku
Producer, Takaaki Nakanome
Producer, Tomoyuki Oohashi
Producer"
11272,11273,Marie & Gali ver. 2.0,TV   ,30.0,Toei Animation,Winter,"Comedy, Slice of Life, Educational, Person in a Strange World, Short Episodes, Original Work",3.14,2010.0,"Marika (a middle school girl dressed in Gothic Lolita fashion) and Galileo (a middle-aged scientist) introduce scientific concepts to junior high and high school students with gag humor, music, and dancing.","Marie & Gali Episode 0, Marie & Gali, Marie & Gali Special","Galileo Galilei : Choo, Marika : Chiemi Chiba, Norika : Marina Inoue, Archimedes : Tomomichi Nishimura, Heinrich Hertz : Juurouta Kosugi, Isaac Newton : Tomoyasu Sakata, John Ambrose Fleming : Masami Kikuchi, Marie Curie : Masako Nozawa, Yuuji Yoshino
Music, Yoshihiko Umakoshi
Character Design, Hiromasa Kondou
Producer, Gyarmath Bogdan
Producer, Noboru Koizumi
Animation Director & Key Animator, Mitsuo Shindou
Key Animator"
11290,11291,One Off,OVA  ,4.0,TYO Animations,,"Slice of Life, Iyashikei, Motorcycles, Original Work",3.14,2012.0,"Haruno Shizoaki is a young high school student living in a Japanese rustic small municipality. After sixteen years stuck there, she wants to leave her hometown, but is uneasy about the future. She then meets Cynthia B. Rogers, an Australian who has ridden her bike through many countries around the world and will now work at Niwa, a café owned by Haruno´s family. Cynthia´s presence makes Haruno think about many things and inspires her friends to consider a more adventurous lifestyle.",,"Anri Bessho : Sayuri Yahagi, Cynthia B. Rogers : Yuu Kobayashi, Haruno Shiozaki : Saori Gotou, Rie Maezono : Eri Kitamura, Sayo Kaburagi : Saori Hayami, Haruno'S Father : Satoshi Hino, Haruno'S Mother : Aya Hisakawa, Kageyama : Megumi Ogata, Shigeru Kimiya
Chief Director, Junichi Satou
Director, Takashi Harada
Music, Atsuko Watanabe
Character Design, Takeo Ogiwara
Photography Director, Satoshi Yamaguchi
Producer, Hiroshi Kawashima
Producer"
